Using device: cuda
Epoch: 0 | Loss: -0.54723 | Reward: -21 | Advantage: -0.78946 | Prob: 0.50146 | LogProb: -0.69317 | GradNorm: 0.0034557 | Time (s): 5.2857 | Total Time (m): 0.088094
Epoch: 137 | Loss: -0.55512 | Reward: -21 | Advantage: -0.80071 | Prob: 0.49854 | LogProb: -0.69328 | GradNorm: 0.012799 | Time (s): 20.066 | Total Time (m): 51.807
Epoch: 138 | Loss: -0.48865 | Reward: -21 | Advantage: -0.70486 | Prob: 0.49854 | LogProb: -0.69326 | GradNorm: 0.016252 | Time (s): 26.619 | Total Time (m): 52.251
Epoch: 139 | Loss: -0.49395 | Reward: -20.344 | Advantage: -0.71279 | Prob: 0.49829 | LogProb: -0.69298 | GradNorm: 0.012362 | Time (s): 25.571 | Total Time (m): 52.677
Epoch: 140 | Loss: -0.47656 | Reward: -19.688 | Advantage: -0.68771 | Prob: 0.49829 | LogProb: -0.69298 | GradNorm: 0.009367 | Time (s): 24.383 | Total Time (m): 53.083
Epoch: 141 | Loss: -0.50764 | Reward: -20.344 | Advantage: -0.73236 | Prob: 0.49829 | LogProb: -0.69317 | GradNorm: 0.015836 | Time (s): 21.91 | Total Time (m): 53.449
Epoch: 142 | Loss: -0.50109 | Reward: -20.344 | Advantage: -0.72297 | Prob: 0.49829 | LogProb: -0.69309 | GradNorm: 0.0053396 | Time (s): 23.144 | Total Time (m): 53.834
Epoch: 143 | Loss: -0.48707 | Reward: -19.688 | Advantage: -0.70263 | Prob: 0.49805 | LogProb: -0.69321 | GradNorm: 0.0099154 | Time (s): 23.44 | Total Time (m): 54.225
Epoch: 144 | Loss: -0.49005 | Reward: -20.344 | Advantage: -0.70693 | Prob: 0.4978 | LogProb: -0.69321 | GradNorm: 0.0019712 | Time (s): 22.968 | Total Time (m): 54.608
Epoch: 145 | Loss: -0.49136 | Reward: -20.344 | Advantage: -0.70888 | Prob: 0.49756 | LogProb: -0.69315 | GradNorm: 0.0065625 | Time (s): 21.665 | Total Time (m): 54.969
Epoch: 146 | Loss: -0.48849 | Reward: -19.688 | Advantage: -0.70473 | Prob: 0.49756 | LogProb: -0.69316 | GradNorm: 0.0045738 | Time (s): 22.407 | Total Time (m): 55.342
Epoch: 147 | Loss: -0.4628 | Reward: -19.031 | Advantage: -0.66769 | Prob: 0.49731 | LogProb: -0.69313 | GradNorm: 0.0086583 | Time (s): 21.171 | Total Time (m): 55.695
Epoch: 148 | Loss: -0.48873 | Reward: -19.688 | Advantage: -0.7051 | Prob: 0.49707 | LogProb: -0.69313 | GradNorm: 0.0065741 | Time (s): 22.472 | Total Time (m): 56.07
Epoch: 149 | Loss: -0.47968 | Reward: -19.688 | Advantage: -0.6921 | Prob: 0.49683 | LogProb: -0.69308 | GradNorm: 0.0098046 | Time (s): 23.218 | Total Time (m): 56.457
Epoch: 150 | Loss: -0.46775 | Reward: -19.688 | Advantage: -0.67487 | Prob: 0.49683 | LogProb: -0.6931 | GradNorm: 0.0083695 | Time (s): 21.889 | Total Time (m): 56.821
Epoch: 151 | Loss: -0.48665 | Reward: -19.688 | Advantage: -0.70221 | Prob: 0.49658 | LogProb: -0.69303 | GradNorm: 0.016084 | Time (s): 21.221 | Total Time (m): 57.175
Epoch: 152 | Loss: -0.49513 | Reward: -20.344 | Advantage: -0.71416 | Prob: 0.49683 | LogProb: -0.69331 | GradNorm: 0.0089005 | Time (s): 21.485 | Total Time (m): 57.533
Epoch: 153 | Loss: -0.51552 | Reward: -20.344 | Advantage: -0.7437 | Prob: 0.49658 | LogProb: -0.69318 | GradNorm: 0.0033839 | Time (s): 21.382 | Total Time (m): 57.89
Epoch: 154 | Loss: -0.5395 | Reward: -21 | Advantage: -0.77826 | Prob: 0.49658 | LogProb: -0.69322 | GradNorm: 0.005043 | Time (s): 21.821 | Total Time (m): 58.253
Epoch: 155 | Loss: -0.47757 | Reward: -20.344 | Advantage: -0.68892 | Prob: 0.49658 | LogProb: -0.69321 | GradNorm: 0.0021234 | Time (s): 25.841 | Total Time (m): 58.684
Traceback (most recent call last):
  File "C:\Users\Elene2004\Python\Files\PingPong-PPO\Policy_Gradient.py", line 281, in <module>
    loss, sum_reward, prob, advantage, logprob, norm = train_one_epoch()
  File "C:\Users\Elene2004\Python\Files\PingPong-PPO\Policy_Gradient.py", line 218, in train_one_epoch
    obs, rewards, _, _, _ = envs.step(action)
  File "C:\Users\Elene2004\anaconda3\envs\pong_rl\lib\site-packages\gymnasium\vector\sync_vector_env.py", line 222, in step
    ) = self.envs[i].step(action)
  File "C:\Users\Elene2004\anaconda3\envs\pong_rl\lib\site-packages\gymnasium\wrappers\common.py", line 393, in step
    return super().step(action)
  File "C:\Users\Elene2004\anaconda3\envs\pong_rl\lib\site-packages\gymnasium\core.py", line 322, in step
    return self.env.step(action)
  File "C:\Users\Elene2004\anaconda3\envs\pong_rl\lib\site-packages\gymnasium\wrappers\common.py", line 285, in step
    return self.env.step(action)
  File "C:\Users\Elene2004\anaconda3\envs\pong_rl\lib\site-packages\ale_py\env.py", line 299, in step
    reward += self.ale.act(action_idx, strength)
KeyboardInterrupt
